date,date_lab,Year,Month,who_region,who_region_long,country,Hemisphere,iso3,cases,confirmed_cases,severe_cases,deaths,cfr,prop_sev,cfr_ci_lower,cfr_ci_upper,prop_sev_ci_lower,prop_sev_ci_upper
10/1/2015,15-Oct,2015,October,AMR,Region of the Americas,Canada,Northern,CAN,0,0,0,0,,,0,1,0,1
9/1/2015,15-Sep,2015,September,AMR,Region of the Americas,Canada,Northern,CAN,0,0,0,0,,,0,1,0,1
8/1/2015,15-Aug,2015,August,AMR,Region of the Americas,Canada,Northern,CAN,0,0,0,0,,,0,1,0,1
7/1/2015,15-Jul,2015,July,AMR,Region of the Americas,Canada,Northern,CAN,0,0,0,0,,,0,1,0,1
6/1/2015,15-Jun,2015,June,AMR,Region of the Americas,Canada,Northern,CAN,0,0,0,0,,,0,1,0,1
5/1/2015,15-May,2015,May,AMR,Region of the Americas,Canada,Northern,CAN,0,0,0,0,,,0,1,0,1
4/1/2015,15-Apr,2015,April,AMR,Region of the Americas,Canada,Northern,CAN,0,0,0,0,,,0,1,0,1
3/1/2015,15-Mar,2015,March,AMR,Region of the Americas,Canada,Northern,CAN,0,0,0,0,,,0,1,0,1
2/1/2015,15-Feb,2015,February,AMR,Region of the Americas,Canada,Northern,CAN,0,0,0,0,,,0,1,0,1
1/1/2015,15-Jan,2015,January,AMR,Region of the Americas,Canada,Northern,CAN,0,0,0,0,,,0,1,0,1
12/1/2014,14-Dec,2014,December,AMR,Region of the Americas,Canada,Northern,CAN,0,0,0,0,,,0,1,0,1
11/1/2014,14-Nov,2014,November,AMR,Region of the Americas,Canada,Northern,CAN,0,0,0,0,,,0,1,0,1
10/1/2014,14-Oct,2014,October,AMR,Region of the Americas,Canada,Northern,CAN,0,0,0,0,,,0,1,0,1
9/1/2014,14-Sep,2014,September,AMR,Region of the Americas,Canada,Northern,CAN,0,0,0,0,,,0,1,0,1
8/1/2014,14-Aug,2014,August,AMR,Region of the Americas,Canada,Northern,CAN,0,0,0,0,,,0,1,0,1
7/1/2014,14-Jul,2014,July,AMR,Region of the Americas,Canada,Northern,CAN,0,0,0,0,,,0,1,0,1
6/1/2014,14-Jun,2014,June,AMR,Region of the Americas,Canada,Northern,CAN,0,0,0,0,,,0,1,0,1
5/1/2014,14-May,2014,May,AMR,Region of the Americas,Canada,Northern,CAN,0,0,0,0,,,0,1,0,1
4/1/2014,14-Apr,2014,April,AMR,Region of the Americas,Canada,Northern,CAN,0,0,0,0,,,0,1,0,1
3/1/2014,14-Mar,2014,March,AMR,Region of the Americas,Canada,Northern,CAN,0,0,0,0,,,0,1,0,1
2/1/2014,14-Feb,2014,February,AMR,Region of the Americas,Canada,Northern,CAN,0,0,0,0,,,0,1,0,1
1/1/2014,14-Jan,2014,January,AMR,Region of the Americas,Canada,Northern,CAN,0,0,0,0,,,0,1,0,1
11/1/2024,Nov-24,2024,November,AMR,Region of the Americas,Cayman Islands,Northern,CYM,,,,,,,,,,
10/1/2024,24-Oct,2024,October,AMR,Region of the Americas,Cayman Islands,Northern,CYM,,,,,,,,,,
9/1/2024,24-Sep,2024,September,AMR,Region of the Americas,Cayman Islands,Northern,CYM,0,0,0,0,,,0,1,0,1
8/1/2024,24-Aug,2024,August,AMR,Region of the Americas,Cayman Islands,Northern,CYM,0,0,0,0,,,0,1,0,1
7/1/2024,24-Jul,2024,July,AMR,Region of the Americas,Cayman Islands,Northern,CYM,2,2,0,0,0,0,0,0.841886117,0,0.841886117
6/1/2024,24-Jun,2024,June,AMR,Region of the Americas,Cayman Islands,Northern,CYM,0,0,0,0,,,0,1,0,1
5/1/2024,24-May,2024,May,AMR,Region of the Americas,Cayman Islands,Northern,CYM,0,0,0,0,,,0,1,0,1
4/1/2024,24-Apr,2024,April,AMR,Region of the Americas,Cayman Islands,Northern,CYM,0,0,0,0,,,0,1,0,1
3/1/2024,24-Mar,2024,March,AMR,Region of the Americas,Cayman Islands,Northern,CYM,0,0,0,0,,,0,1,0,1
2/1/2024,24-Feb,2024,February,AMR,Region of the Americas,Cayman Islands,Northern,CYM,3,3,0,0,0,0,0,0.707598226,0,0.707598226
1/1/2024,24-Jan,2024,January,AMR,Region of the Americas,Cayman Islands,Northern,CYM,0,0,0,0,,,0,1,0,1
12/1/2023,23-Dec,2023,December,AMR,Region of the Americas,Cayman Islands,Northern,CYM,27,27,0,0,0,0,0,0.127702868,0,0.127702868
11/1/2023,23-Nov,2023,November,AMR,Region of the Americas,Cayman Islands,Northern,CYM,,,,,,,,,,
10/1/2023,23-Oct,2023,October,AMR,Region of the Americas,Cayman Islands,Northern,CYM,15,15,0,0,0,0,0,0.218019361,0,0.218019361
9/1/2023,23-Sep,2023,September,AMR,Region of the Americas,Cayman Islands,Northern,CYM,,,,,,,,,,
8/1/2023,23-Aug,2023,August,AMR,Region of the Americas,Cayman Islands,Northern,CYM,0,0,0,0,,,0,1,0,1
7/1/2023,23-Jul,2023,July,AMR,Region of the Americas,Cayman Islands,Northern,CYM,0,0,0,0,,,0,1,0,1
6/1/2023,23-Jun,2023,June,AMR,Region of the Americas,Cayman Islands,Northern,CYM,0,0,0,0,,,0,1,0,1
5/1/2023,23-May,2023,May,AMR,Region of the Americas,Cayman Islands,Northern,CYM,0,0,0,0,,,0,1,0,1
4/1/2023,23-Apr,2023,April,AMR,Region of the Americas,Cayman Islands,Northern,CYM,0,0,0,0,,,0,1,0,1
3/1/2023,23-Mar,2023,March,AMR,Region of the Americas,Cayman Islands,Northern,CYM,0,0,0,0,,,0,1,0,1
2/1/2023,23-Feb,2023,February,AMR,Region of the Americas,Cayman Islands,Northern,CYM,0,0,0,0,,,0,1,0,1
1/1/2023,23-Jan,2023,January,AMR,Region of the Americas,Cayman Islands,Northern,CYM,0,0,0,0,,,0,1,0,1
12/1/2022,22-Dec,2022,December,AMR,Region of the Americas,Cayman Islands,Northern,CYM,,,,,,,,,,
11/1/2022,22-Nov,2022,November,AMR,Region of the Americas,Cayman Islands,Northern,CYM,0,1,0,0,,,0,1,0,1
10/1/2022,22-Oct,2022,October,AMR,Region of the Americas,Cayman Islands,Northern,CYM,0,0,0,0,,,0,1,0,1
9/1/2022,22-Sep,2022,September,AMR,Region of the Americas,Cayman Islands,Northern,CYM,0,0,0,0,,,0,1,0,1
8/1/2022,22-Aug,2022,August,AMR,Region of the Americas,Cayman Islands,Northern,CYM,0,0,0,0,,,0,1,0,1
7/1/2022,22-Jul,2022,July,AMR,Region of the Americas,Cayman Islands,Northern,CYM,0,0,0,0,,,0,1,0,1
6/1/2022,22-Jun,2022,June,AMR,Region of the Americas,Cayman Islands,Northern,CYM,0,0,0,0,,,0,1,0,1
5/1/2022,22-May,2022,May,AMR,Region of the Americas,Cayman Islands,Northern,CYM,0,0,0,0,,,0,1,0,1
4/1/2022,22-Apr,2022,April,AMR,Region of the Americas,Cayman Islands,Northern,CYM,0,0,0,0,,,0,1,0,1
3/1/2022,22-Mar,2022,March,AMR,Region of the Americas,Cayman Islands,Northern,CYM,0,0,0,0,,,0,1,0,1
2/1/2022,22-Feb,2022,February,AMR,Region of the Americas,Cayman Islands,Northern,CYM,0,0,0,0,,,0,1,0,1
1/1/2022,22-Jan,2022,January,AMR,Region of the Americas,Cayman Islands,Northern,CYM,2,0,0,0,0,0,0,0.841886117,0,0.841886117
12/1/2021,21-Dec,2021,December,AMR,Region of the Americas,Cayman Islands,Northern,CYM,,,,,,,,,,
11/1/2021,21-Nov,2021,November,AMR,Region of the Americas,Cayman Islands,Northern,CYM,,,,,,,,,,
10/1/2021,21-Oct,2021,October,AMR,Region of the Americas,Cayman Islands,Northern,CYM,,,,,,,,,,
9/1/2021,21-Sep,2021,September,AMR,Region of the Americas,Cayman Islands,Northern,CYM,,,,,,,,,,
8/1/2021,21-Aug,2021,August,AMR,Region of the Americas,Cayman Islands,Northern,CYM,,,,,,,,,,
7/1/2021,21-Jul,2021,July,AMR,Region of the Americas,Cayman Islands,Northern,CYM,0,0,0,0,,,0,1,0,1
6/1/2021,21-Jun,2021,June,AMR,Region of the Americas,Cayman Islands,Northern,CYM,0,0,0,0,,,0,1,0,1
5/1/2021,21-May,2021,May,AMR,Region of the Americas,Cayman Islands,Northern,CYM,0,0,0,0,,,0,1,0,1
4/1/2021,21-Apr,2021,April,AMR,Region of the Americas,Cayman Islands,Northern,CYM,1,0,0,0,0,0,0,0.975,0,0.975
3/1/2021,21-Mar,2021,March,AMR,Region of the Americas,Cayman Islands,Northern,CYM,,,,,,,,,,
2/1/2021,21-Feb,2021,February,AMR,Region of the Americas,Cayman Islands,Northern,CYM,0,0,0,0,,,0,1,0,1
1/1/2021,21-Jan,2021,January,AMR,Region of the Americas,Cayman Islands,Northern,CYM,0,0,0,0,,,0,1,0,1
12/1/2020,20-Dec,2020,December,AMR,Region of the Americas,Cayman Islands,Northern,CYM,0,0,0,0,,,0,1,0,1
11/1/2020,20-Nov,2020,November,AMR,Region of the Americas,Cayman Islands,Northern,CYM,0,0,0,0,,,0,1,0,1
10/1/2020,20-Oct,2020,October,AMR,Region of the Americas,Cayman Islands,Northern,CYM,0,0,0,0,,,0,1,0,1
9/1/2020,20-Sep,2020,September,AMR,Region of the Americas,Cayman Islands,Northern,CYM,0,0,0,0,,,0,1,0,1
8/1/2020,20-Aug,2020,August,AMR,Region of the Americas,Cayman Islands,Northern,CYM,0,0,0,0,,,0,1,0,1
7/1/2020,20-Jul,2020,July,AMR,Region of the Americas,Cayman Islands,Northern,CYM,0,0,0,0,,,0,1,0,1
6/1/2020,20-Jun,2020,June,AMR,Region of the Americas,Cayman Islands,Northern,CYM,0,0,0,0,,,0,1,0,1
5/1/2020,20-May,2020,May,AMR,Region of the Americas,Cayman Islands,Northern,CYM,0,0,0,0,,,0,1,0,1
4/1/2020,20-Apr,2020,April,AMR,Region of the Americas,Cayman Islands,Northern,CYM,0,0,0,0,,,0,1,0,1
3/1/2020,20-Mar,2020,March,AMR,Region of the Americas,Cayman Islands,Northern,CYM,0,0,0,0,,,0,1,0,1
2/1/2020,20-Feb,2020,February,AMR,Region of the Americas,Cayman Islands,Northern,CYM,22,1,0,0,0,0,0,0.154372513,0,0.154372513
1/1/2020,20-Jan,2020,January,AMR,Region of the Americas,Cayman Islands,Northern,CYM,13,0,0,0,0,0,0,0.247052638,0,0.247052638
12/1/2019,19-Dec,2019,December,AMR,Region of the Americas,Cayman Islands,Northern,CYM,,,,,,,,,,
11/1/2019,19-Nov,2019,November,AMR,Region of the Americas,Cayman Islands,Northern,CYM,91,22,0,0,0,0,0,0.039726498,0,0.039726498
10/1/2019,19-Oct,2019,October,AMR,Region of the Americas,Cayman Islands,Northern,CYM,7,4,0,0,0,0,0,0.409616397,0,0.409616397
9/1/2019,19-Sep,2019,September,AMR,Region of the Americas,Cayman Islands,Northern,CYM,3,1,0,0,0,0,0,0.707598226,0,0.707598226
8/1/2019,19-Aug,2019,August,AMR,Region of the Americas,Cayman Islands,Northern,CYM,0,0,0,0,,,0,1,0,1
7/1/2019,19-Jul,2019,July,AMR,Region of the Americas,Cayman Islands,Northern,CYM,15,0,0,0,0,0,0,0.218019361,0,0.218019361
6/1/2019,19-Jun,2019,June,AMR,Region of the Americas,Cayman Islands,Northern,CYM,0,0,0,0,,,0,1,0,1
5/1/2019,19-May,2019,May,AMR,Region of the Americas,Cayman Islands,Northern,CYM,0,0,0,0,,,0,1,0,1
4/1/2019,19-Apr,2019,April,AMR,Region of the Americas,Cayman Islands,Northern,CYM,0,0,0,0,,,0,1,0,1
3/1/2019,19-Mar,2019,March,AMR,Region of the Americas,Cayman Islands,Northern,CYM,,,,,,,,,,
2/1/2019,19-Feb,2019,February,AMR,Region of the Americas,Cayman Islands,Northern,CYM,,,,,,,,,,
1/1/2019,19-Jan,2019,January,AMR,Region of the Americas,Cayman Islands,Northern,CYM,17,0,0,0,0,0,0,0.195064323,0,0.195064323
12/1/2018,18-Dec,2018,December,AMR,Region of the Americas,Cayman Islands,Northern,CYM,2,0,0,0,0,0,0,0.841886117,0,0.841886117
11/1/2018,18-Nov,2018,November,AMR,Region of the Americas,Cayman Islands,Northern,CYM,,,,,,,,,,
10/1/2018,18-Oct,2018,October,AMR,Region of the Americas,Cayman Islands,Northern,CYM,,,,,,,,,,
9/1/2018,18-Sep,2018,September,AMR,Region of the Americas,Cayman Islands,Northern,CYM,5,1,0,0,0,0,0,0.52182375,0,0.52182375
8/1/2018,18-Aug,2018,August,AMR,Region of the Americas,Cayman Islands,Northern,CYM,3,0,0,0,0,0,0,0.707598226,0,0.707598226
7/1/2018,18-Jul,2018,July,AMR,Region of the Americas,Cayman Islands,Northern,CYM,,,,,,,,,,
6/1/2018,18-Jun,2018,June,AMR,Region of the Americas,Cayman Islands,Northern,CYM,3,0,0,0,0,0,0,0.707598226,0,0.707598226
5/1/2018,18-May,2018,May,AMR,Region of the Americas,Cayman Islands,Northern,CYM,1,0,0,0,0,0,0,0.975,0,0.975
4/1/2018,18-Apr,2018,April,AMR,Region of the Americas,Cayman Islands,Northern,CYM,,,,,,,,,,
3/1/2018,18-Mar,2018,March,AMR,Region of the Americas,Cayman Islands,Northern,CYM,,,,,,,,,,
2/1/2018,18-Feb,2018,February,AMR,Region of the Americas,Cayman Islands,Northern,CYM,10,1,0,0,0,0,0,0.308497108,0,0.308497108
1/1/2018,18-Jan,2018,January,AMR,Region of the Americas,Cayman Islands,Northern,CYM,0,,,,,,,,,
12/1/2017,17-Dec,2017,December,AMR,Region of the Americas,Cayman Islands,Northern,CYM,0,0,0,0,,,0,1,0,1
11/1/2017,17-Nov,2017,November,AMR,Region of the Americas,Cayman Islands,Northern,CYM,8,0,0,0,0,0,0,0.369416648,0,0.369416648
10/1/2017,17-Oct,2017,October,AMR,Region of the Americas,Cayman Islands,Northern,CYM,0,0,0,0,,,0,1,0,1
9/1/2017,17-Sep,2017,September,AMR,Region of the Americas,Cayman Islands,Northern,CYM,0,0,0,0,,,0,1,0,1
8/1/2017,17-Aug,2017,August,AMR,Region of the Americas,Cayman Islands,Northern,CYM,0,0,0,0,,,0,1,0,1
7/1/2017,17-Jul,2017,July,AMR,Region of the Americas,Cayman Islands,Northern,CYM,11,0,0,0,0,0,0,0.284914153,0,0.284914153
6/1/2017,17-Jun,2017,June,AMR,Region of the Americas,Cayman Islands,Northern,CYM,5,0,0,0,0,0,0,0.52182375,0,0.52182375
5/1/2017,17-May,2017,May,AMR,Region of the Americas,Cayman Islands,Northern,CYM,,,,,,,,,,
4/1/2017,17-Apr,2017,April,AMR,Region of the Americas,Cayman Islands,Northern,CYM,1,0,0,0,0,0,0,0.975,0,0.975
3/1/2017,17-Mar,2017,March,AMR,Region of the Americas,Cayman Islands,Northern,CYM,6,0,0,0,0,0,0,0.459258126,0,0.459258126
2/1/2017,17-Feb,2017,February,AMR,Region of the Americas,Cayman Islands,Northern,CYM,,,,,,,,,,
1/1/2017,17-Jan,2017,January,AMR,Region of the Americas,Cayman Islands,Northern,CYM,0,,,,,,,,,
12/1/2016,16-Dec,2016,December,AMR,Region of the Americas,Cayman Islands,Northern,CYM,4,0,0,0,0,0,0,0.602364636,0,0.602364636
11/1/2016,16-Nov,2016,November,AMR,Region of the Americas,Cayman Islands,Northern,CYM,38,1,0,0,0,0,0,0.092512761,0,0.092512761
9/1/2016,16-Sep,2016,September,AMR,Region of the Americas,Cayman Islands,Northern,CYM,56,-51,0,0,0,0,0,0.063750097,0,0.063750097
7/1/2016,16-Jul,2016,July,AMR,Region of the Americas,Cayman Islands,Northern,CYM,13,51,0,0,0,0,0,0.247052638,0,0.247052638
6/1/2016,16-Jun,2016,June,AMR,Region of the Americas,Cayman Islands,Northern,CYM,8,0,0,0,0,0,0,0.369416648,0,0.369416648
5/1/2016,16-May,2016,May,AMR,Region of the Americas,Cayman Islands,Northern,CYM,7,0,0,0,0,0,0,0.409616397,0,0.409616397
4/1/2016,16-Apr,2016,April,AMR,Region of the Americas,Cayman Islands,Northern,CYM,24,1,0,0,0,0,0,0.142473598,0,0.142473598
1/1/2016,16-Jan,2016,January,AMR,Region of the Americas,Cayman Islands,Northern,CYM,0,,,,,,,,,
12/1/2015,15-Dec,2015,December,AMR,Region of the Americas,Cayman Islands,Northern,CYM,0,4,0,0,,,0,1,0,1
8/1/2015,15-Aug,2015,August,AMR,Region of the Americas,Cayman Islands,Northern,CYM,16,1,0,0,0,0,0,0.205907214,0,0.205907214
6/1/2015,15-Jun,2015,June,AMR,Region of the Americas,Cayman Islands,Northern,CYM,19,1,0,0,0,0,0,0.176466912,0,0.176466912
1/1/2015,15-Jan,2015,January,AMR,Region of the Americas,Cayman Islands,Northern,CYM,5,0,0,0,0,0,0,0.52182375,0,0.52182375
12/1/2014,14-Dec,2014,December,AMR,Region of the Americas,Cayman Islands,Northern,CYM,19,0,0,0,0,0,0,0.176466912,0,0.176466912
11/1/2014,14-Nov,2014,November,AMR,Region of the Americas,Cayman Islands,Northern,CYM,,,,,,,,,,
10/1/2014,14-Oct,2014,October,AMR,Region of the Americas,Cayman Islands,Northern,CYM,87,4,0,0,0,0,0,0.041514566,0,0.041514566
9/1/2014,14-Sep,2014,September,AMR,Region of the Americas,Cayman Islands,Northern,CYM,,,,,,,,,,
8/1/2014,14-Aug,2014,August,AMR,Region of the Americas,Cayman Islands,Northern,CYM,,,,,,,,,,
7/1/2014,14-Jul,2014,July,AMR,Region of the Americas,Cayman Islands,Northern,CYM,16,0,0,0,0,0,0,0.205907214,0,0.205907214
6/1/2014,14-Jun,2014,June,AMR,Region of the Americas,Cayman Islands,Northern,CYM,,,,,,,,,,
5/1/2014,14-May,2014,May,AMR,Region of the Americas,Cayman Islands,Northern,CYM,,,,,,,,,,
4/1/2014,14-Apr,2014,April,AMR,Region of the Americas,Cayman Islands,Northern,CYM,,,,,,,,,,
3/1/2014,14-Mar,2014,March,AMR,Region of the Americas,Cayman Islands,Northern,CYM,,,,,,,,,,
2/1/2014,14-Feb,2014,February,AMR,Region of the Americas,Cayman Islands,Northern,CYM,2,0,0,0,0,0,0,0.841886117,0,0.841886117
1/1/2014,14-Jan,2014,January,AMR,Region of the Americas,Cayman Islands,Northern,CYM,0,,,,,,,,,
9/1/2024,24-Sep,2024,September,AFR,African Region,Central African Republic,Northern,CAF,207,31,0,0,0,0,0,0.017662825,0,0.017662825
6/1/2024,24-Jun,2024,June,AFR,African Region,Central African Republic,Northern,CAF,0,0,,,,,,,,
5/1/2024,24-May,2024,May,AFR,African Region,Central African Republic,Northern,CAF,0,0,,,,,,,,
4/1/2024,24-Apr,2024,April,AFR,African Region,Central African Republic,Northern,CAF,0,0,,,,,,,,
3/1/2024,24-Mar,2024,March,AFR,African Region,Central African Republic,Northern,CAF,0,0,,,,,,,,
2/1/2024,24-Feb,2024,February,AFR,African Region,Central African Republic,Northern,CAF,0,0,,,,,,,,
1/1/2024,24-Jan,2024,January,AFR,African Region,Central African Republic,Northern,CAF,0,0,,,,,,,,
6/1/2024,24-Jun,2024,June,AFR,African Region,Chad,Northern,TCD,0,0,,,,,,,,
5/1/2024,24-May,2024,May,AFR,African Region,Chad,Northern,TCD,0,0,,,,,,,,
4/1/2024,24-Apr,2024,April,AFR,African Region,Chad,Northern,TCD,0,0,,,,,,,,
3/1/2024,24-Mar,2024,March,AFR,African Region,Chad,Northern,TCD,0,0,,,,,,,,
2/1/2024,24-Feb,2024,February,AFR,African Region,Chad,Northern,TCD,0,0,,,,,,,,
1/1/2024,24-Jan,2024,January,AFR,African Region,Chad,Northern,TCD,0,0,,,,,,,,
9/1/2024,24-Sep,2024,September,WPR,Western Pacific Region,China,Northern,CHN,4845,,,0,0,,0,0.000761089,,
8/1/2024,24-Aug,2024,August,WPR,Western Pacific Region,China,Northern,CHN,1801,,,0,0,,0,0.002046143,,
7/1/2024,24-Jul,2024,July,WPR,Western Pacific Region,China,Northern,CHN,554,,,0,0,,0,0.006636508,,
6/1/2024,24-Jun,2024,June,WPR,Western Pacific Region,China,Northern,CHN,130,,,0,0,,0,0.027977178,,
5/1/2024,24-May,2024,May,WPR,Western Pacific Region,China,Northern,CHN,109,,,0,0,,0,0.033276665,,
4/1/2024,24-Apr,2024,April,WPR,Western Pacific Region,China,Northern,CHN,58,,,0,0,,0,0.061621009,,
3/1/2024,24-Mar,2024,March,WPR,Western Pacific Region,China,Northern,CHN,38,,,0,0,,0,0.092512761,,
2/1/2024,24-Feb,2024,February,WPR,Western Pacific Region,China,Northern,CHN,42,,,0,0,,0,0.084083855,,
1/1/2024,24-Jan,2024,January,WPR,Western Pacific Region,China,Northern,CHN,27,,,0,0,,0,0.127702868,,
11/1/2024,Nov-24,2024,November,AMR,Region of the Americas,Colombia,Northern,COL,11088,8754,102,14,0.001262626,0.009199134,0.000690456,0.002117566,0.007506843,0.011156116
10/1/2024,24-Oct,2024,October,AMR,Region of the Americas,Colombia,Northern,COL,17992,14621,160,17,0.000944864,0.008892841,0.000550512,0.00151239,0.007573096,0.010374776
9/1/2024,24-Sep,2024,September,AMR,Region of the Americas,Colombia,Northern,COL,17425,15393,162,40,0.002295552,0.009296987,0.001640467,0.003124593,0.007925696,0.010835582
8/1/2024,24-Aug,2024,August,AMR,Region of the Americas,Colombia,Northern,COL,20510,17382,192,21,0.001023891,0.009361287,0.000633913,0.001564702,0.008088897,0.010775505
7/1/2024,24-Jul,2024,July,AMR,Region of the Americas,Colombia,Northern,COL,35951,28463,388,18,0.000500681,0.010792468,0.000296762,0.000791178,0.009750161,0.011914891
6/1/2024,24-Jun,2024,June,AMR,Region of the Americas,Colombia,Northern,COL,35350,24404,324,14,0.00039604,0.009165488,0.000216535,0.000664398,0.008198417,0.010214437
5/1/2024,24-May,2024,May,AMR,Region of the Americas,Colombia,Northern,COL,45827,30309,404,35,0.000763742,0.008815764,0.00053203,0.001062022,0.00798024,0.009714371
4/1/2024,24-Apr,2024,April,AMR,Region of the Americas,Colombia,Northern,COL,37229,26775,285,14,0.000376051,0.007655322,0.000205605,0.000630869,0.006795107,0.008593615
3/1/2024,24-Mar,2024,March,AMR,Region of the Americas,Colombia,Northern,COL,27938,17968,239,15,0.000536903,0.008554657,0.000300531,0.000885386,0.007508207,0.009705144
2/1/2024,24-Feb,2024,February,AMR,Region of the Americas,Colombia,Northern,COL,27691,18232,270,10,0.000361128,0.00975046,0.000173188,0.000664027,0.008626725,0.010978777
1/1/2024,24-Jan,2024,January,AMR,Region of the Americas,Colombia,Northern,COL,27649,15034,305,0,0,0.01103114,0,0.000133409,0.009833504,0.01233312
12/1/2023,23-Dec,2023,December,AMR,Region of the Americas,Colombia,Northern,COL,16561,11378,175,17,0.001026508,0.010566995,0.000598089,0.001643032,0.009065925,0.012243474
11/1/2023,23-Nov,2023,November,AMR,Region of the Americas,Colombia,Northern,COL,17727,24080,178,4,0.000225644,0.01004118,6.15E-05,0.000577638,0.008626109,0.011620264
10/1/2023,23-Oct,2023,October,AMR,Region of the Americas,Colombia,Northern,COL,11549,7137,143,10,0.000865876,0.012382024,0.000415297,0.001591798,0.010445559,0.014569737
9/1/2023,23-Sep,2023,September,AMR,Region of the Americas,Colombia,Northern,COL,10726,7465,117,10,0.000932314,0.010908074,0.000447168,0.001713888,0.009029392,0.013058861
8/1/2023,23-Aug,2023,August,AMR,Region of the Americas,Colombia,Northern,COL,12748,10229,205,14,0.001098211,0.016080954,0.000600528,0.001841926,0.013969205,0.018417599
7/1/2023,23-Jul,2023,July,AMR,Region of the Americas,Colombia,Northern,COL,9887,7533,168,6,0.000606857,0.01699201,0.000222738,0.001320402,0.014536972,0.019737158
6/1/2023,23-Jun,2023,June,AMR,Region of the Americas,Colombia,Northern,COL,8081,5303,133,1,0.000123747,0.016458359,3.13E-06,0.000689279,0.01379793,0.019475214
5/1/2023,23-May,2023,May,AMR,Region of the Americas,Colombia,Northern,COL,12299,6041,156,10,0.000813074,0.012683958,0.000389967,0.001494762,0.01078155,0.014821878
4/1/2023,23-Apr,2023,April,AMR,Region of the Americas,Colombia,Northern,COL,7204,3948,76,8,0.001110494,0.010549695,0.000479551,0.002186937,0.008320713,0.013186959
3/1/2023,23-Mar,2023,March,AMR,Region of the Americas,Colombia,Northern,COL,9030,5275,143,10,0.00110742,0.015836102,0.000531174,0.002035638,0.013362935,0.018628332
2/1/2023,23-Feb,2023,February,AMR,Region of the Americas,Colombia,Northern,COL,8098,4221,112,0,0,0.013830575,0,0.000455426,0.011401315,0.016618327
1/1/2023,23-Jan,2023,January,AMR,Region of the Americas,Colombia,Northern,COL,7874,2965,108,0,0,0.013716027,0,0.000468379,0.01126473,0.016536304
12/1/2022,22-Dec,2022,December,AMR,Region of the Americas,Colombia,Northern,COL,6510,5529,143,3,0.000460829,0.021966206,9.50E-05,0.001346143,0.018544306,0.025825084
11/1/2022,22-Nov,2022,November,AMR,Region of the Americas,Colombia,Northern,COL,8307,6317,145,9,0.001083424,0.017455158,0.000495526,0.002055675,0.014749017,0.020506911
10/1/2022,22-Oct,2022,October,AMR,Region of the Americas,Colombia,Northern,COL,5416,4432,118,3,0.000553914,0.021787297,0.000114245,0.001617911,0.018066321,0.026035122
9/1/2022,22-Sep,2022,September,AMR,Region of the Americas,Colombia,Northern,COL,4985,4163,103,4,0.000802407,0.020661986,0.000218671,0.002053195,0.016895509,0.025003382
8/1/2022,22-Aug,2022,August,AMR,Region of the Americas,Colombia,Northern,COL,7039,5644,154,7,0.000994459,0.021878108,0.000399915,0.002047886,0.018588854,0.025571182
7/1/2022,22-Jul,2022,July,AMR,Region of the Americas,Colombia,Northern,COL,6541,4179,129,3,0.000458645,0.019721755,9.46E-05,0.001339766,0.016491205,0.023389865
6/1/2022,22-Jun,2022,June,AMR,Region of the Americas,Colombia,Northern,COL,7417,4859,162,6,0.000808952,0.021841715,0.000296927,0.001759911,0.018636814,0.025429638
5/1/2022,22-May,2022,May,AMR,Region of the Americas,Colombia,Northern,COL,6023,2908,83,2,0.00033206,0.013780508,4.02E-05,0.001198996,0.010990642,0.017054741
4/1/2022,22-Apr,2022,April,AMR,Region of the Americas,Colombia,Northern,COL,4187,2630,63,3,0.000716503,0.015046573,0.000147785,0.002092485,0.011581056,0.019210541
3/1/2022,22-Mar,2022,March,AMR,Region of the Americas,Colombia,Northern,COL,4807,2912,79,7,0.00145621,0.016434367,0.000585666,0.002998032,0.013032271,0.020440561
2/1/2022,22-Feb,2022,February,AMR,Region of the Americas,Colombia,Northern,COL,3894,2599,88,1,0.000256805,0.02259887,6.50E-06,0.001429988,0.018163451,0.027769168
1/1/2022,22-Jan,2022,January,AMR,Region of the Americas,Colombia,Northern,COL,4371,1194,104,0,0,0.023793182,0,0.000843588,0.019481141,0.028756526
12/1/2021,21-Dec,2021,December,AMR,Region of the Americas,Colombia,Northern,COL,9561,6400,162,7,0.000732141,0.016943834,0.000294408,0.001507905,0.014452538,0.019735299
11/1/2021,21-Nov,2021,November,AMR,Region of the Americas,Colombia,Northern,COL,8126,4266,149,0,0,0.018336205,0,0.000453857,0.015531337,0.021493611
10/1/2021,21-Oct,2021,October,AMR,Region of the Americas,Colombia,Northern,COL,6109,4040,118,7,0.00114585,0.019315764,0.000460811,0.002359456,0.016013614,0.023087408
9/1/2021,21-Sep,2021,September,AMR,Region of the Americas,Colombia,Northern,COL,6454,3476,140,2,0.000309885,0.021691974,3.75E-05,0.001118959,0.0182779,0.025547195
8/1/2021,21-Aug,2021,August,AMR,Region of the Americas,Colombia,Northern,COL,3424,2016,78,7,0.002044393,0.022780374,0.000822335,0.004207665,0.018047589,0.028350318
7/1/2021,21-Jul,2021,July,AMR,Region of the Americas,Colombia,Northern,COL,2662,1825,65,12,0.004507889,0.024417731,0.002331395,0.007861121,0.018894456,0.031017685
