date,date_lab,Year,Month,who_region,who_region_long,country,Hemisphere,iso3,cases,confirmed_cases,severe_cases,deaths,cfr,prop_sev,cfr_ci_lower,cfr_ci_upper,prop_sev_ci_lower,prop_sev_ci_upper
10/1/2015,15-Oct,2015,October,AMR,Region of the Americas,Panama,Northern,PAN,175,566,0,0,0,0,0,0.020858695,0,0.020858695
9/1/2015,15-Sep,2015,September,AMR,Region of the Americas,Panama,Northern,PAN,302,154,1,0,0,0.003311258,0,0.012140534,8.38E-05,0.018310114
8/1/2015,15-Aug,2015,August,AMR,Region of the Americas,Panama,Northern,PAN,327,231,1,1,0.003058104,0.003058104,7.74E-05,0.016920036,7.74E-05,0.016920036
7/1/2015,15-Jul,2015,July,AMR,Region of the Americas,Panama,Northern,PAN,360,223,1,0,0,0.002777778,0,0.010194567,7.03E-05,0.015378874
6/1/2015,15-Jun,2015,June,AMR,Region of the Americas,Panama,Northern,PAN,268,126,0,0,0,0,0,0.013670178,0,0.013670178
5/1/2015,15-May,2015,May,AMR,Region of the Americas,Panama,Northern,PAN,89,49,-1,0,0,,0,0.040600858,,
4/1/2015,15-Apr,2015,April,AMR,Region of the Americas,Panama,Northern,PAN,60,284,0,0,0,0,0,0.059629492,0,0.059629492
3/1/2015,15-Mar,2015,March,AMR,Region of the Americas,Panama,Northern,PAN,26,0,1,0,0,0.038461538,0,0.132274604,0.000973288,0.196369647
2/1/2015,15-Feb,2015,February,AMR,Region of the Americas,Panama,Northern,PAN,326,0,0,0,0,0,0,0.011251801,0,0.011251801
12/1/2014,14-Dec,2014,December,AMR,Region of the Americas,Panama,Northern,PAN,501,479,1,0,0,0.001996008,0,0.007335992,5.05E-05,0.011070437
11/1/2014,14-Nov,2014,November,AMR,Region of the Americas,Panama,Northern,PAN,203,130,0,0,0,0,0,0.018007708,0,0.018007708
10/1/2014,14-Oct,2014,October,AMR,Region of the Americas,Panama,Northern,PAN,160,92,0,0,0,0,0,0.022791749,0,0.022791749
9/1/2014,14-Sep,2014,September,AMR,Region of the Americas,Panama,Northern,PAN,101,94,0,1,0.00990099,0,0.00025064,0.053932347,0,0.03586462
8/1/2014,14-Aug,2014,August,AMR,Region of the Americas,Panama,Northern,PAN,112,56,0,0,0,0,0,0.032399926,0,0.032399926
7/1/2014,14-Jul,2014,July,AMR,Region of the Americas,Panama,Northern,PAN,178,110,2,0,0,0.011235955,0,0.020510775,0.001363635,0.039996802
6/1/2014,14-Jun,2014,June,AMR,Region of the Americas,Panama,Northern,PAN,158,114,0,0,0,0,0,0.023076898,0,0.023076898
5/1/2014,14-May,2014,May,AMR,Region of the Americas,Panama,Northern,PAN,404,39,0,0,0,0,0,0.00908933,0,0.00908933
4/1/2014,14-Apr,2014,April,AMR,Region of the Americas,Panama,Northern,PAN,841,2031,4,2,0.002378121,0.004756243,0.000288131,0.008563949,0.001297391,0.012132744
3/1/2014,14-Mar,2014,March,AMR,Region of the Americas,Panama,Northern,PAN,,,,,,,,,,
2/1/2014,14-Feb,2014,February,AMR,Region of the Americas,Panama,Northern,PAN,2859,0,13,6,0.002098636,0.004547044,0.00077054,0.004562209,0.002423264,0.007763033
1/1/2014,14-Jan,2014,January,AMR,Region of the Americas,Panama,Northern,PAN,,,,,,,,,,
11/1/2024,Nov-24,2024,November,EUR,European Region,Poland,Northern,POL,0,,,,,,,,,
10/1/2024,24-Oct,2024,October,EUR,European Region,Poland,Northern,POL,0,,,,,,,,,
9/1/2024,24-Sep,2024,September,EUR,European Region,Poland,Northern,POL,0,,,,,,,,,
8/1/2024,24-Aug,2024,August,EUR,European Region,Poland,Northern,POL,0,,,,,,,,,
7/1/2024,24-Jul,2024,July,EUR,European Region,Poland,Northern,POL,0,,,,,,,,,
6/1/2024,24-Jun,2024,June,EUR,European Region,Poland,Northern,POL,0,,,,,,,,,
5/1/2024,24-May,2024,May,EUR,European Region,Poland,Northern,POL,0,,,,,,,,,
4/1/2024,24-Apr,2024,April,EUR,European Region,Poland,Northern,POL,0,,,,,,,,,
3/1/2024,24-Mar,2024,March,EUR,European Region,Poland,Northern,POL,0,,,,,,,,,
2/1/2024,24-Feb,2024,February,EUR,European Region,Poland,Northern,POL,0,,,,,,,,,
1/1/2024,24-Jan,2024,January,EUR,European Region,Poland,Northern,POL,0,,,,,,,,,
11/1/2024,Nov-24,2024,November,EUR,European Region,Portugal,Northern,PRT,0,,,,,,,,,
10/1/2024,24-Oct,2024,October,EUR,European Region,Portugal,Northern,PRT,0,,,,,,,,,
9/1/2024,24-Sep,2024,September,EUR,European Region,Portugal,Northern,PRT,0,,,,,,,,,
8/1/2024,24-Aug,2024,August,EUR,European Region,Portugal,Northern,PRT,0,,,,,,,,,
7/1/2024,24-Jul,2024,July,EUR,European Region,Portugal,Northern,PRT,0,,,,,,,,,
6/1/2024,24-Jun,2024,June,EUR,European Region,Portugal,Northern,PRT,0,,,,,,,,,
5/1/2024,24-May,2024,May,EUR,European Region,Portugal,Northern,PRT,0,,,,,,,,,
4/1/2024,24-Apr,2024,April,EUR,European Region,Portugal,Northern,PRT,0,,,,,,,,,
3/1/2024,24-Mar,2024,March,EUR,European Region,Portugal,Northern,PRT,0,,,,,,,,,
2/1/2024,24-Feb,2024,February,EUR,European Region,Portugal,Northern,PRT,0,,,,,,,,,
1/1/2024,24-Jan,2024,January,EUR,European Region,Portugal,Northern,PRT,0,,,,,,,,,
11/1/2024,Nov-24,2024,November,AMR,Region of the Americas,Puerto Rico,Northern,PRI,126,103,3,0,0,0.023809524,0,0.028852407,0.00493727,0.068004864
10/1/2024,24-Oct,2024,October,AMR,Region of the Americas,Puerto Rico,Northern,PRI,892,719,20,1,0.001121076,0.022421525,2.84E-05,0.006230254,0.013748168,0.03441662
9/1/2024,24-Sep,2024,September,AMR,Region of the Americas,Puerto Rico,Northern,PRI,688,560,39,1,0.001453488,0.056686047,3.68E-05,0.008071464,0.040616192,0.07668006
8/1/2024,24-Aug,2024,August,AMR,Region of the Americas,Puerto Rico,Northern,PRI,591,481,33,0,0,0.055837563,0,0.006222319,0.038744054,0.077526131
7/1/2024,24-Jul,2024,July,AMR,Region of the Americas,Puerto Rico,Northern,PRI,735,614,42,1,0.001360544,0.057142857,3.44E-05,0.007556934,0.041490256,0.076458779
6/1/2024,24-Jun,2024,June,AMR,Region of the Americas,Puerto Rico,Northern,PRI,417,340,31,0,0,0.074340528,0,0.008807221,0.051066953,0.103862821
5/1/2024,24-May,2024,May,AMR,Region of the Americas,Puerto Rico,Northern,PRI,458,381,25,1,0.002183406,0.054585153,5.53E-05,0.012104619,0.035632436,0.079526579
4/1/2024,24-Apr,2024,April,AMR,Region of the Americas,Puerto Rico,Northern,PRI,267,206,21,0,0,0.078651685,0,0.013721025,0.049344383,0.117715641
3/1/2024,24-Mar,2024,March,AMR,Region of the Americas,Puerto Rico,Northern,PRI,222,196,10,0,0,0.045045045,0,0.01647928,0.02180919,0.081277338
2/1/2024,24-Feb,2024,February,AMR,Region of the Americas,Puerto Rico,Northern,PRI,226,188,18,0,0,0.079646018,0,0.016189986,0.04788534,0.122954985
1/1/2024,24-Jan,2024,January,AMR,Region of the Americas,Puerto Rico,Northern,PRI,284,241,18,1,0.003521127,0.063380282,8.91E-05,0.019461286,0.03799231,0.098320501
12/1/2023,23-Dec,2023,December,AMR,Region of the Americas,Puerto Rico,Northern,PRI,182,149,9,0,0,0.049450549,0,0.020064542,0.022858208,0.091794502
11/1/2023,23-Nov,2023,November,AMR,Region of the Americas,Puerto Rico,Northern,PRI,210,171,22,0,0,0.104761905,0,0.017412708,0.066827461,0.15430859
10/1/2023,23-Oct,2023,October,AMR,Region of the Americas,Puerto Rico,Northern,PRI,135,113,8,0,0,0.059259259,0,0.026955082,0.025928338,0.113425353
9/1/2023,23-Sep,2023,September,AMR,Region of the Americas,Puerto Rico,Northern,PRI,148,104,4,0,0,0.027027027,0,0.024616802,0.007412013,0.067752347
8/1/2023,23-Aug,2023,August,AMR,Region of the Americas,Puerto Rico,Northern,PRI,132,75,1,0,0,0.007575758,0,0.027559178,0.000191783,0.04148569
7/1/2023,23-Jul,2023,July,AMR,Region of the Americas,Puerto Rico,Northern,PRI,55,35,6,0,0,0.109090909,0,0.064870761,0.041101505,0.222470908
6/1/2023,23-Jun,2023,June,AMR,Region of the Americas,Puerto Rico,Northern,PRI,41,31,0,0,0,0,0,0.086043836,0,0.086043836
5/1/2023,23-May,2023,May,AMR,Region of the Americas,Puerto Rico,Northern,PRI,37,23,0,0,0,0,0,0.094890587,0,0.094890587
4/1/2023,23-Apr,2023,April,AMR,Region of the Americas,Puerto Rico,Northern,PRI,26,17,1,0,0,0.038461538,0,0.132274604,0.000973288,0.196369647
3/1/2023,23-Mar,2023,March,AMR,Region of the Americas,Puerto Rico,Northern,PRI,71,58,0,0,0,0,0,0.050629408,0,0.050629408
2/1/2023,23-Feb,2023,February,AMR,Region of the Americas,Puerto Rico,Northern,PRI,85,64,3,0,0,0.035294118,0,0.04247034,0.007338487,0.099696371
1/1/2023,23-Jan,2023,January,AMR,Region of the Americas,Puerto Rico,Northern,PRI,120,102,8,0,0,0.066666667,0,0.030272973,0.029219184,0.127136748
12/1/2022,22-Dec,2022,December,AMR,Region of the Americas,Puerto Rico,Northern,PRI,170,157,5,1,0.005882353,0.029411765,0.000148917,0.032337066,0.009617498,0.067299692
11/1/2022,22-Nov,2022,November,AMR,Region of the Americas,Puerto Rico,Northern,PRI,307,275,18,0,0,0.058631922,0,0.011943991,0.035115552,0.091082883
10/1/2022,22-Oct,2022,October,AMR,Region of the Americas,Puerto Rico,Northern,PRI,199,174,8,2,0.010050251,0.040201005,0.001219458,0.035831486,0.01751317,0.077672702
9/1/2022,22-Sep,2022,September,AMR,Region of the Americas,Puerto Rico,Northern,PRI,86,80,4,0,0,0.046511628,0,0.041987015,0.012816352,0.114825498
8/1/2022,22-Aug,2022,August,AMR,Region of the Americas,Puerto Rico,Northern,PRI,79,61,2,0,0,0.025316456,0,0.045621253,0.003080781,0.088476993
7/1/2022,22-Jul,2022,July,AMR,Region of the Americas,Puerto Rico,Northern,PRI,17,17,3,0,0,0.176470588,0,0.195064323,0.037985068,0.434317873
6/1/2022,22-Jun,2022,June,AMR,Region of the Americas,Puerto Rico,Northern,PRI,15,13,0,0,0,0,0,0.218019361,0,0.218019361
5/1/2022,22-May,2022,May,AMR,Region of the Americas,Puerto Rico,Northern,PRI,25,15,-5,0,0,,0,0.137185172,,
4/1/2022,22-Apr,2022,April,AMR,Region of the Americas,Puerto Rico,Northern,PRI,24,20,0,0,0,0,0,0.142473598,0,0.142473598
3/1/2022,22-Mar,2022,March,AMR,Region of the Americas,Puerto Rico,Northern,PRI,36,28,3,0,0,0.083333333,0,0.097393756,0.017526496,0.224689761
2/1/2022,22-Feb,2022,February,AMR,Region of the Americas,Puerto Rico,Northern,PRI,28,25,3,0,0,0.107142857,0,0.123436119,0.022665091,0.282264396
1/1/2022,22-Jan,2022,January,AMR,Region of the Americas,Puerto Rico,Northern,PRI,37,32,4,0,0,0.108108108,0,0.094890587,0.030251965,0.254175936
12/1/2021,21-Dec,2021,December,AMR,Region of the Americas,Puerto Rico,Northern,PRI,43,42,51,0,0,1.186046512,0,0.082211121,,
11/1/2021,21-Nov,2021,November,AMR,Region of the Americas,Puerto Rico,Northern,PRI,44,41,0,0,0,0,0,0.08041994,0,0.08041994
10/1/2021,21-Oct,2021,October,AMR,Region of the Americas,Puerto Rico,Northern,PRI,42,34,2,0,0,0.047619048,0,0.084083855,0.005819825,0.16164196
9/1/2021,21-Sep,2021,September,AMR,Region of the Americas,Puerto Rico,Northern,PRI,53,35,0,0,0,0,0,0.067234546,0,0.067234546
8/1/2021,21-Aug,2021,August,AMR,Region of the Americas,Puerto Rico,Northern,PRI,35,30,2,0,0,0.057142857,0,0.100032436,0.006996764,0.191571406
7/1/2021,21-Jul,2021,July,AMR,Region of the Americas,Puerto Rico,Northern,PRI,53,47,3,0,0,0.056603774,0,0.067234546,0.011828719,0.156629462
6/1/2021,21-Jun,2021,June,AMR,Region of the Americas,Puerto Rico,Northern,PRI,41,34,3,0,0,0.073170732,0,0.086043836,0.015351472,0.199245978
5/1/2021,21-May,2021,May,AMR,Region of the Americas,Puerto Rico,Northern,PRI,49,50,1,0,0,0.020408163,0,0.072519264,0.000516556,0.108541764
4/1/2021,21-Apr,2021,April,AMR,Region of the Americas,Puerto Rico,Northern,PRI,26,20,3,1,0.038461538,0.115384615,0.000973288,0.196369647,0.024458075,0.3015404
3/1/2021,21-Mar,2021,March,AMR,Region of the Americas,Puerto Rico,Northern,PRI,74,72,3,1,0.013513514,0.040540541,0.000342074,0.073007389,0.008439756,0.113937257
2/1/2021,21-Feb,2021,February,AMR,Region of the Americas,Puerto Rico,Northern,PRI,88,84,4,0,0,0.045454545,0,0.041052629,0.012521823,0.112309249
1/1/2021,21-Jan,2021,January,AMR,Region of the Americas,Puerto Rico,Northern,PRI,88,84,4,0,0,0.045454545,0,0.041052629,0.012521823,0.112309249
12/1/2020,20-Dec,2020,December,AMR,Region of the Americas,Puerto Rico,Northern,PRI,151,125,8,0,0,0.052980132,0,0.024133676,0.023147609,0.101721588
11/1/2020,20-Nov,2020,November,AMR,Region of the Americas,Puerto Rico,Northern,PRI,133,124,3,0,0,0.022556391,0,0.027354826,0.004676047,0.064503537
10/1/2020,20-Oct,2020,October,AMR,Region of the Americas,Puerto Rico,Northern,PRI,115,115,2,0,0,0.017391304,0,0.031568196,0.002113151,0.061412333
9/1/2020,20-Sep,2020,September,AMR,Region of the Americas,Puerto Rico,Northern,PRI,103,103,6,0,0,0.058252427,0,0.035180618,0.021675198,0.122487039
8/1/2020,20-Aug,2020,August,AMR,Region of the Americas,Puerto Rico,Northern,PRI,37,34,0,0,0,0,0,0.094890587,0,0.094890587
7/1/2020,20-Jul,2020,July,AMR,Region of the Americas,Puerto Rico,Northern,PRI,39,39,1,0,0,0.025641026,0,0.090251101,0.000648964,0.134763922
6/1/2020,20-Jun,2020,June,AMR,Region of the Americas,Puerto Rico,Northern,PRI,28,25,2,0,0,0.071428571,0,0.123436119,0.008770497,0.235034773
5/1/2020,20-May,2020,May,AMR,Region of the Americas,Puerto Rico,Northern,PRI,72,65,0,0,0,0,0,0.049944084,0,0.049944084
4/1/2020,20-Apr,2020,April,AMR,Region of the Americas,Puerto Rico,Northern,PRI,55,52,2,0,0,0.036363636,0,0.064870761,0.004434547,0.125264257
3/1/2020,20-Mar,2020,March,AMR,Region of the Americas,Puerto Rico,Northern,PRI,10,9,1,0,0,0.1,0,0.308497108,0.002528579,0.445016117
2/1/2020,20-Feb,2020,February,AMR,Region of the Americas,Puerto Rico,Northern,PRI,86,82,3,0,0,0.034883721,0,0.041987015,0.007252456,0.098576164
1/1/2020,20-Jan,2020,January,AMR,Region of the Americas,Puerto Rico,Northern,PRI,85,78,2,0,0,0.023529412,0,0.04247034,0.002862332,0.082423744
12/1/2019,19-Dec,2019,December,AMR,Region of the Americas,Puerto Rico,Northern,PRI,27,27,0,0,0,0,0,0.127702868,0,0.127702868
11/1/2019,19-Nov,2019,November,AMR,Region of the Americas,Puerto Rico,Northern,PRI,5,5,0,0,0,0,0,0.52182375,0,0.52182375
10/1/2019,19-Oct,2019,October,AMR,Region of the Americas,Puerto Rico,Northern,PRI,-2,-2,0,0,,,,,,
9/1/2019,19-Sep,2019,September,AMR,Region of the Americas,Puerto Rico,Northern,PRI,7,7,0,0,0,0,0,0.409616397,0,0.409616397
8/1/2019,19-Aug,2019,August,AMR,Region of the Americas,Puerto Rico,Northern,PRI,0,0,0,0,,,0,1,0,1
7/1/2019,19-Jul,2019,July,AMR,Region of the Americas,Puerto Rico,Northern,PRI,0,0,0,0,,,0,1,0,1
6/1/2019,19-Jun,2019,June,AMR,Region of the Americas,Puerto Rico,Northern,PRI,0,0,0,0,,,0,1,0,1
5/1/2019,19-May,2019,May,AMR,Region of the Americas,Puerto Rico,Northern,PRI,0,0,0,0,,,0,1,0,1
4/1/2019,19-Apr,2019,April,AMR,Region of the Americas,Puerto Rico,Northern,PRI,0,0,0,0,,,0,1,0,1
3/1/2019,19-Mar,2019,March,AMR,Region of the Americas,Puerto Rico,Northern,PRI,0,0,0,0,,,0,1,0,1
2/1/2019,19-Feb,2019,February,AMR,Region of the Americas,Puerto Rico,Northern,PRI,0,0,0,0,,,0,1,0,1
1/1/2019,19-Jan,2019,January,AMR,Region of the Americas,Puerto Rico,Northern,PRI,0,0,0,0,,,0,1,0,1
12/1/2018,18-Dec,2018,December,AMR,Region of the Americas,Puerto Rico,Northern,PRI,0,0,0,0,,,0,1,0,1
11/1/2018,18-Nov,2018,November,AMR,Region of the Americas,Puerto Rico,Northern,PRI,0,0,0,0,,,0,1,0,1
10/1/2018,18-Oct,2018,October,AMR,Region of the Americas,Puerto Rico,Northern,PRI,0,0,0,0,,,0,1,0,1
9/1/2018,18-Sep,2018,September,AMR,Region of the Americas,Puerto Rico,Northern,PRI,0,0,0,0,,,0,1,0,1
8/1/2018,18-Aug,2018,August,AMR,Region of the Americas,Puerto Rico,Northern,PRI,0,0,0,0,,,0,1,0,1
7/1/2018,18-Jul,2018,July,AMR,Region of the Americas,Puerto Rico,Northern,PRI,0,0,0,0,,,0,1,0,1
6/1/2018,18-Jun,2018,June,AMR,Region of the Americas,Puerto Rico,Northern,PRI,0,0,0,0,,,0,1,0,1
5/1/2018,18-May,2018,May,AMR,Region of the Americas,Puerto Rico,Northern,PRI,0,0,0,0,,,0,1,0,1
4/1/2018,18-Apr,2018,April,AMR,Region of the Americas,Puerto Rico,Northern,PRI,0,0,0,0,,,0,1,0,1
3/1/2018,18-Mar,2018,March,AMR,Region of the Americas,Puerto Rico,Northern,PRI,0,0,0,0,,,0,1,0,1
2/1/2018,18-Feb,2018,February,AMR,Region of the Americas,Puerto Rico,Northern,PRI,0,0,0,0,,,0,1,0,1
1/1/2018,18-Jan,2018,January,AMR,Region of the Americas,Puerto Rico,Northern,PRI,0,0,0,0,,,0,1,0,1
12/1/2017,17-Dec,2017,December,AMR,Region of the Americas,Puerto Rico,Northern,PRI,0,0,0,0,,,0,1,0,1
11/1/2017,17-Nov,2017,November,AMR,Region of the Americas,Puerto Rico,Northern,PRI,0,0,0,0,,,0,1,0,1
10/1/2017,17-Oct,2017,October,AMR,Region of the Americas,Puerto Rico,Northern,PRI,0,0,0,0,,,0,1,0,1
9/1/2017,17-Sep,2017,September,AMR,Region of the Americas,Puerto Rico,Northern,PRI,0,0,0,0,,,0,1,0,1
8/1/2017,17-Aug,2017,August,AMR,Region of the Americas,Puerto Rico,Northern,PRI,0,0,0,0,,,0,1,0,1
7/1/2017,17-Jul,2017,July,AMR,Region of the Americas,Puerto Rico,Northern,PRI,0,0,0,0,,,0,1,0,1
6/1/2017,17-Jun,2017,June,AMR,Region of the Americas,Puerto Rico,Northern,PRI,0,0,0,0,,,0,1,0,1
5/1/2017,17-May,2017,May,AMR,Region of the Americas,Puerto Rico,Northern,PRI,0,0,0,0,,,0,1,0,1
